id,type,benchmark_group,route_policy,expected_route,difficulty,skill_tags,question,ground_truth,analysis_summary,analysis_mode,proposed_answer,final_answer,critic_triggered,tool_answer_used,rag_used,rag_ranking_mode,rag_confidence_bucket,rag_top_score,rag_selected_top_k,rag_sources,rag_error,pipeline_route,tool_calls,model_calls
agent_net_0_627_2,network,regular_network_agent,agent_first,local_or_flash,medium,"[""analyst_agent"", ""solver_agent"", ""local_first_routing""]",Identify the scenario: jamming or no jamming?,Jamming was not present during this sample.,"- Signal Quality: poor; RSRP=-112.100, UL_SNR=18.687.
- Reliability: high error; UL_BLER=0.106, DL_BLER=0.000.
- Resource/Traffic: moderate load; PRB_DL=60.799, PRB_UL=1.388, TX_Bytes=438140.703, RX_Bytes=5506.883.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,No jamming.,No jamming.,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 1566.67, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2806, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""agent_net_0_627_2"", ""item_type"": ""network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 701, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 1566.67, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 103, ""prompt_tokens"": 845, ""total_tokens"": 948, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 98}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 589}}], ""usage"": {""completion_tokens"": 103, ""prompt_tokens"": 845, ""total_tokens"": 948, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 98}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 589}}]"
heavy_net_0_8990_3,network,heavy_load_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""llm_reasoning"", ""budget_routing""]",Was the network under heavy load or performing well?,Traffic flowed normally during this period.,"- Signal Quality: good; RSRP=-87.635, UL_SNR=20.602.
- Reliability: normal error; UL_BLER=0.058, DL_BLER=0.001.
- Resource/Traffic: light load; PRB_DL=1.412, PRB_UL=0.222, TX_Bytes=7923.750, RX_Bytes=855.125.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,The network was performing well with light load and good signal quality.,The network was performing well with light load and good signal quality.,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 985.52, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2675, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""heavy_net_0_8990_3"", ""item_type"": ""network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 668, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 985.52, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 107, ""prompt_tokens"": 809, ""total_tokens"": 916, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 93}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 553}}], ""usage"": {""completion_tokens"": 107, ""prompt_tokens"": 809, ""total_tokens"": 916, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 93}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 553}}]"
agent_net_0_13188_1,network,regular_network_agent,agent_first,local_or_flash,medium,"[""analyst_agent"", ""solver_agent"", ""local_first_routing""]","Which zone was the user in, Zone A, Zone B, or Zone C?",The user was in Zone B.,"- Signal Quality: poor; RSRP=-114.000, UL_SNR=19.176.
- Reliability: high error; UL_BLER=0.083, DL_BLER=0.000.
- Resource/Traffic: moderate load; PRB_DL=60.700, PRB_UL=1.167, TX_Bytes=439277.031, RX_Bytes=5220.602.
- Note: This deterministic summary is derived only from KPI statistics; it does not expose benchmark labels or ground-truth categories.",deterministic,The user is in Zone C.,The user is in Zone C.,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 2120.04, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 2807, ""max_tokens"": 128, ""long_context"": false, ""short_context"": true, ""case_id"": ""agent_net_0_13188_1"", ""item_type"": ""network"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 701, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 2120.04, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 173, ""prompt_tokens"": 850, ""total_tokens"": 1023, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 165}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 594}}], ""usage"": {""completion_tokens"": 173, ""prompt_tokens"": 850, ""total_tokens"": 1023, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 165}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 594}}]"
ts_0_7610_50,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]","Does UL_NPRB exhibit periodicity? If it does, return the dominant period length. Otherwise respond with 128.",The period length of UL_NPRB is 4.41,[ToolRouter] Deterministic tool answer used.,tool_router,The period length of UL_NPRB is 4.41,The period length of UL_NPRB is 4.41,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_0_7610_50"", ""kpi"": ""ul_nprb"", ""metric"": ""periodicity""}, ""result"": 4.41, ""success"": true, ""error"": null}]",[]
diag_0_50_0,diagnosis,diagnosis_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""diagnosis_reasoning"", ""incident_ticket""]","Based on the KPI summary and incident ticket, identify the main issue type and the key changed KPIs.",Issue: Jamming. Affected KPIs: unknown KPIs.,"*   **Signal Quality:** The connection exhibits strong downlink signal strength (RSRP -73 dBm) and low downlink error rates (DL_BLER 0.72%), but the uplink is experiencing a significant degradation trend with a high BLER of 9.81% and a downward trajectory, indicating potential uplink interference or power issues.
*   **Resource Utilization:** Downlink resources are heavily utilized at 60.5%, suggesting a content-heavy session, while uplink utilization is minimal at 1.7%, creating a severe asymmetry where the uplink cannot keep pace with the downlink demand.
*   **Traffic Pattern:** The session is dominated by downlink traffic (approx. 94% of total bytes), characterized by high variance in packet counts and buffer estimates, which correlates with the observed uplink congestion and buffer buildup.
*   **Overall Verdict:** **Degraded** – The network is struggling to maintain uplink reliability under asymmetric load, evidenced by the critical uplink BLER spike and negative trend, despite acceptable downlink metrics.",llm,"The main issue type is uplink degradation. The key changed KPIs are UL_BLER (mean 0.0981, trend -1) and RX_Bytes (trend -1).","The main issue type is uplink degradation. The key changed KPIs are UL_BLER (mean 0.0981, trend -1) and RX_Bytes (trend -1).",False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""analyst"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 19865.72, ""fallback_used"": false, ""route_reason"": ""simple analysis uses local first"", ""route_backends"": [""local"", ""deepseek_flash"", ""deepseek_pro""], ""route_signals"": {""task"": ""analyst"", ""prompt_chars"": 1606, ""max_tokens"": 256, ""long_context"": false, ""short_context"": true, ""case_id"": ""diag_0_50_0"", ""item_type"": ""diagnosis"", ""budget_max_tokens"": 256, ""budget_reason"": ""standard analyst summary"", ""estimated_prompt_tokens"": 401, ""has_rag"": false, ""low_rag_confidence"": false, ""format_sensitive"": true}, ""quality_issue"": null, ""attempts"": [{""backend"": ""local"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 19865.72, ""request_max_tokens"": 256, ""quality_issue"": null, ""accepted"": true, ""local_max_concurrency"": 4, ""usage"": {""completion_tokens"": 228, ""prompt_tokens"": 632, ""total_tokens"": 860, ""prompt_tokens_details"": {""cached_tokens"": 0}}}], ""usage"": {""completion_tokens"": 228, ""prompt_tokens"": 632, ""total_tokens"": 860, ""prompt_tokens_details"": {""cached_tokens"": 0}}}, {""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3201.12, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 3418, ""max_tokens"": 128, ""long_context"": false, ""short_context"": false, ""case_id"": ""diag_0_50_0"", ""item_type"": ""diagnosis"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 854, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3201.12, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 383, ""prompt_tokens"": 926, ""total_tokens"": 1309, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 342}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 670}}], ""usage"": {""completion_tokens"": 383, ""prompt_tokens"": 926, ""total_tokens"": 1309, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 342}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 670}}]"
ts_0_8387_60,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]","Does UL_NPRB exhibit periodicity? If it does, return the dominant period length. Otherwise respond with 128.",The period length of UL_NPRB is 6.1,[ToolRouter] Deterministic tool answer used.,tool_router,The period length of UL_NPRB is 6.10,The period length of UL_NPRB is 6.10,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_0_8387_60"", ""kpi"": ""ul_nprb"", ""metric"": ""periodicity""}, ""result"": 6.1, ""success"": true, ""error"": null}]",[]
net_1_13358_1,network,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""label_tool"", ""zero_token_answer""]","Was this activity in Zone A, B, or C?",Zone C was the location of the user.,[ToolRouter] Deterministic tool answer used.,tool_router,Zone C was the location of the user.,Zone C was the location of the user.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""net_1_13358_1"", ""label"": ""zone""}, ""result"": ""C"", ""success"": true, ""error"": null}]",[]
ts_0_10925_44,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]",What is the variance of PRBs_DL_Current?,The variance of PRBs_DL_Current is 0,[ToolRouter] Deterministic tool answer used.,tool_router,The variance of PRBs_DL_Current is 0.000,The variance of PRBs_DL_Current is 0.000,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_0_10925_44"", ""kpi"": ""PRBs_DL_Current"", ""metric"": ""variance""}, ""result"": 0.0003000430610236221, ""success"": true, ""error"": null}]",[]
ts_0_11080_56,timeseries,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""kpi_stat_tool"", ""zero_token_answer""]","Does Estimated_UL_Buffer exhibit periodicity? If it does, return the dominant period length. Otherwise respond with 128.",The period length of Estimated_UL_Buffer is 1,[ToolRouter] Deterministic tool answer used.,tool_router,The period length of Estimated_UL_Buffer is 1,The period length of Estimated_UL_Buffer is 1,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_kpi_stat"", ""args"": {""case_id"": ""ts_0_11080_56"", ""kpi"": ""Estimated_UL_Buffer"", ""metric"": ""periodicity""}, ""result"": 1, ""success"": true, ""error"": null}]",[]
net_1_5759_3,network,deterministic_tool,tool_first,tool,easy,"[""tool_calling"", ""label_tool"", ""zero_token_answer""]",Was congestion affecting this session?,This trace indicates congestion was present.,[ToolRouter] Deterministic tool answer used.,tool_router,The network was congested.,The network was congested.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""net_1_5759_3"", ""label"": ""congestion""}, ""result"": ""Yes"", ""success"": true, ""error"": null}]",[]
mix_0_2796_0,composite,multi_tool_composite,multi_tool,multi_tool,medium,"[""tool_calling"", ""multi_tool"", ""structured_answer""]","Return the application, zone, mobility, congestion, and anomaly status for this session.",Application: Youtube; Zone: A; Mobility: No; Congestion: Yes; Anomaly: No.,[ToolRouter] Deterministic tool answer used.,tool_router,Application: Youtube; Zone: A; Mobility: No; Congestion: Yes; Anomaly: No.,Application: Youtube; Zone: A; Mobility: No; Congestion: Yes; Anomaly: No.,False,True,False,,,,,[],,tool_router -> critic,"[{""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_2796_0"", ""label"": ""application""}, ""result"": ""Youtube"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_2796_0"", ""label"": ""zone""}, ""result"": ""A"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_2796_0"", ""label"": ""mobility""}, ""result"": ""No"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_2796_0"", ""label"": ""congestion""}, ""result"": ""Yes"", ""success"": true, ""error"": null}, {""tool"": ""get_network_label"", ""args"": {""case_id"": ""mix_0_2796_0"", ""label"": ""anomaly_present""}, ""result"": ""No"", ""success"": true, ""error"": null}]",[]
diag_0_596_0,diagnosis,diagnosis_reasoning,agent_first,flash,hard,"[""analyst_agent"", ""solver_agent"", ""diagnosis_reasoning"", ""incident_ticket""]","Based on the KPI summary and incident ticket, identify the main issue type and the key changed KPIs.",Issue: Co-Channel Interference (Mild). Affected KPIs: unknown KPIs.,"*   **Signal Quality Assessment:** The network exhibits **Poor Radio Coverage** with an RSRP mean of -109.5 dBm, indicating an edge cell condition; however, UL_SNR remains stable at 17.3 dB and UL_BLER is low (0.12%), suggesting the link is currently maintaining connectivity despite weak signal strength.
*   **Resource Utilization Summary:** Downlink PRB utilization is moderately high at 67.5%, while Uplink utilization is negligible at 1.6%, creating a significant asymmetry where the downlink is the primary resource constraint.
*   **Traffic Pattern Analysis:** Traffic is heavily skewed toward Downlink (approx. 99% of bytes), with high variance in TX_Bytes suggesting sporadic, bursty uplink activity or potential measurement noise, while the estimated UL buffer indicates minor queuing.
*   **Overall Network Health Verdict:** **Degraded** (due to poor coverage conditions and high downlink resource utilization, though packet loss remains acceptable).",llm,The main issue type is Poor Radio Coverage (edge cell condition). Key changed KPIs are RSRP (mean -109.5 dBm) and PRB_Utilization_DL (mean 67.5%).,The main issue type is Poor Radio Coverage (edge cell condition). Key changed KPIs are RSRP (mean -109.5 dBm) and PRB_Utilization_DL (mean 67.5%).,False,False,False,,,,,[],,agent -> critic,[],"[{""mode"": ""hybrid"", ""task"": ""analyst"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 21912.2, ""fallback_used"": false, ""route_reason"": ""simple analysis uses local first"", ""route_backends"": [""local"", ""deepseek_flash"", ""deepseek_pro""], ""route_signals"": {""task"": ""analyst"", ""prompt_chars"": 1729, ""max_tokens"": 256, ""long_context"": false, ""short_context"": true, ""case_id"": ""diag_0_596_0"", ""item_type"": ""diagnosis"", ""budget_max_tokens"": 256, ""budget_reason"": ""standard analyst summary"", ""estimated_prompt_tokens"": 432, ""has_rag"": false, ""low_rag_confidence"": false, ""format_sensitive"": true}, ""quality_issue"": null, ""attempts"": [{""backend"": ""local"", ""provider"": ""local"", ""model"": ""qwen3.5-9b-q4"", ""latency_ms"": 21912.2, ""request_max_tokens"": 256, ""quality_issue"": null, ""accepted"": true, ""local_max_concurrency"": 4, ""usage"": {""completion_tokens"": 218, ""prompt_tokens"": 669, ""total_tokens"": 887, ""prompt_tokens_details"": {""cached_tokens"": 0}}}], ""usage"": {""completion_tokens"": 218, ""prompt_tokens"": 669, ""total_tokens"": 887, ""prompt_tokens_details"": {""cached_tokens"": 0}}}, {""mode"": ""hybrid"", ""task"": ""solver"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3661.16, ""fallback_used"": false, ""route_reason"": ""complex solver task uses flash first"", ""route_backends"": [""deepseek_flash"", ""deepseek_pro"", ""local""], ""route_signals"": {""task"": ""solver"", ""prompt_chars"": 3475, ""max_tokens"": 128, ""long_context"": false, ""short_context"": false, ""case_id"": ""diag_0_596_0"", ""item_type"": ""diagnosis"", ""format_sensitive"": true, ""budget_max_tokens"": 128, ""budget_reason"": ""standard solver answer"", ""estimated_prompt_tokens"": 868, ""has_rag"": false, ""low_rag_confidence"": false}, ""quality_issue"": null, ""attempts"": [{""backend"": ""deepseek_flash"", ""provider"": ""deepseek_flash"", ""model"": ""deepseek-v4-flash"", ""latency_ms"": 3661.16, ""request_max_tokens"": 512, ""quality_issue"": null, ""accepted"": true, ""usage"": {""completion_tokens"": 408, ""prompt_tokens"": 945, ""total_tokens"": 1353, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 362}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 689}}], ""usage"": {""completion_tokens"": 408, ""prompt_tokens"": 945, ""total_tokens"": 1353, ""prompt_tokens_details"": {""cached_tokens"": 256}, ""completion_tokens_details"": {""reasoning_tokens"": 362}, ""prompt_cache_hit_tokens"": 256, ""prompt_cache_miss_tokens"": 689}}]"
